IID,salso,nTotal_pred
NDAR_INVF8GDZ06Y,1,-0.6164370049784282
NDAR_INVFA3PW5BW,3,-5.679734913689232
NDAR_INVFA7TAR0L,5,-1.7881639351129048
NDAR_INVFC0XL0E1,1,-2.3057460960639893
NDAR_INVFCN9U0EN,1,-8176.758620676134
NDAR_INVFD0FRKNT,4,37.61502736348014
NDAR_INVFD69AWTA,2,-1.061217074214311
NDAR_INVFDHJC32H,2,-0.3163753431736619
NDAR_INVFDU2XP47,5,-1.3189634999765794
NDAR_INVFF1W5WM0,1,-981.3410943831877
NDAR_INVFHNEW93L,1,-2.1103982200473417
NDAR_INVFJAEBAJX,5,-1.7361756066570675
NDAR_INVFJC18PGG,2,-12.012870691734294
NDAR_INVFJVMZ2D6,1,2770.1710532378142
NDAR_INVFK3LV5VU,2,-1.6337229372955924
NDAR_INVFKTJNMWU,2,-0.3599215999430298
NDAR_INVFKUYV9K4,1,-0.25762123512840546
NDAR_INVFM6CBFTY,1,2.5701132633487775
NDAR_INVFNCXC6GH,1,-900.5852990159545
NDAR_INVFP0XG9V9,2,0.23486460144151747
NDAR_INVFR8VJPEX,1,0.6050020033053597
NDAR_INVFTL7AL99,2,3097.617136034392
NDAR_INVFTMK8040,1,1.1784967189594933
NDAR_INVFUL1CNV5,1,42966.70592519348
NDAR_INVFVN56Y3J,5,-3.0887156913922844
NDAR_INVFX2LPCN8,1,0.8436157292660112
NDAR_INVFYEE30PX,1,-2.015935620974272
NDAR_INVFYUU1CWH,5,-0.5984733785477213
NDAR_INVFZ97ZA0Z,3,-4.808893721665851
NDAR_INVFZCKB9W4,1,-1.073387208184328
NDAR_INVG22CUD0M,5,-1.420267763842629
NDAR_INVG3LY0X86,2,0.46023523316983245
NDAR_INVG51E0KVR,5,-396.38362996010426
NDAR_INVG5GPKJ4N,1,-0.1300088494577123
NDAR_INVG66DDVRA,5,-1.4381081696281415
NDAR_INVG7CCLJNX,2,742.4941822360632
NDAR_INVG8958BBH,1,0.30827555585527844
NDAR_INVG8B9LC6Y,3,-2.134283870473773
NDAR_INVG8RB25N1,1,1.176896525703769
NDAR_INVGB1LBZ5W,5,-1.9552230530863348
NDAR_INVGECVZYV4,5,-2.9034195846419366
NDAR_INVGEUD7WNN,3,1.1661300434414434
NDAR_INVGFA6CWH3,1,-0.46980195658620055
NDAR_INVGLM2JGDD,2,0.07447445852948595
NDAR_INVGMC8M2DC,5,-3.8056689690901457
NDAR_INVGMJ49GCH,1,-3.7684807131193616
NDAR_INVGP0KJLU3,3,-5.611495147341498
NDAR_INVGTKYE3LD,2,-1.0583161801817373
NDAR_INVGUBG700J,5,-2.5238718431004434
NDAR_INVH0474HRG,1,1.2573533021321466
NDAR_INVH2U1WJM2,2,-1.3238123118493692
NDAR_INVH37LMD3K,5,-2.5336367318206237
NDAR_INVH3JAB3RR,1,-0.3577213113354452
NDAR_INVH3MZK10Z,5,-0.9958094907718886
NDAR_INVH4DCU3R1,2,0.622145890832701
NDAR_INVH5WAU70T,1,0.514660828021032
NDAR_INVH8DWLYJF,5,-3791.0846880562754
NDAR_INVH97X81MU,2,-0.017831418607842528
NDAR_INVHB3A8PXF,3,-5.100537003936703
NDAR_INVHELGE2W9,2,25916.328064999758
NDAR_INVHF0XT8CF,5,-4.003794635108029
NDAR_INVHH47Y43Z,2,-0.5630967598469853
NDAR_INVHJJ00HZ2,5,-4.199251851661651
NDAR_INVHNER3YDN,1,0.18624362243360149
NDAR_INVHUVWGGUZ,5,14574.992517534882
NDAR_INVHWMBN7Y4,1,-1.90639967071699
NDAR_INVHXFHEYX7,2,4982.931345819651
NDAR_INVHXH48HLR,1,26804.400305939846
NDAR_INVHZFXERBU,1,1.9609208417848325
NDAR_INVJ19WCNEJ,1,3018.6032335254085
NDAR_INVJ2LEG1ZN,2,-0.8139035176598242
NDAR_INVJ3DFH4DA,3,-2.744862674007796
NDAR_INVJ4RVF00H,1,-655.5700161054068
NDAR_INVJ6LK5CLK,1,-0.4077079904873321
NDAR_INVJ716H2Y0,1,4147.976066015439
NDAR_INVJG2VGPZN,2,-2.078913579116989
NDAR_INVJGM06GHD,1,23.628307396124036
NDAR_INVJHEF7HG0,1,-0.7550187453251591
NDAR_INVJJ2DNAR0,1,2541.685926128028
NDAR_INVJJMH6ZDT,1,-1.8840082661621698
NDAR_INVJR7AD66J,2,-1.47121091796186
NDAR_INVJTU3X2VF,2,34942.091706843516
NDAR_INVJU6W0MXX,1,0.12543338148132704
NDAR_INVJV3VFJD1,3,1992.974822048719
NDAR_INVJZ13P7PY,4,-40.22167475333754
NDAR_INVK0RXG494,2,-1.1858442973281973
NDAR_INVK0U3PRRR,3,-4.580471374459612
NDAR_INVK1WPW1EZ,2,-0.013196422028008501
NDAR_INVK3K5DLKW,2,-0.20941564716393174
NDAR_INVK598LFL1,1,1323.559812255053
NDAR_INVK8HVK50F,2,1.238964876503703
NDAR_INVK9A553B8,3,-2.8262281403846816
NDAR_INVK9NHYCE6,3,-1.5213956456566489
NDAR_INVKE6Z3413,1,0.18344192232787687
NDAR_INVKEDY719E,1,0.9455362875021998
NDAR_INVKKC98J6W,5,-2.7177371276428324
NDAR_INVKLBUDEGD,1,-2.474485903427246
NDAR_INVKPZYYKTG,5,-2.1570927305747
NDAR_INVKTV6F85N,3,-3.275561624652074
NDAR_INVKVV9NU2R,1,121310.40874668761
NDAR_INVKVVDP6EG,1,0.20136045947126177
NDAR_INVKWEP6GVC,2,-2.3726117277510905
NDAR_INVKZDAJBD7,1,29538.061943095814
NDAR_INVL1UHN7LG,1,10080.045151737779
NDAR_INVL3J71BFM,5,-4.702662081314086
NDAR_INVL41WXZ15,2,0.4732501139397904
NDAR_INVL5KEXX4Y,1,10085.327982124634
NDAR_INVL7GB4EN0,1,2.7608989037650926
NDAR_INVL7GG9GJV,1,4.335182774906582
NDAR_INVL8HJ4BVC,2,0.20275696221762224
NDAR_INVL8MTLH03,2,-0.22877710369826623
NDAR_INVL8VU0XRA,5,-2.0422779220794083
NDAR_INVL9KCH70W,3,-1.231368057618936
NDAR_INVLB0H15T3,1,-0.8974943005322868
NDAR_INVLBELG3A6,1,-174.24136828694873
NDAR_INVLBWL1VE1,5,-4.354347708314211
NDAR_INVLBXNVNEW,5,-19384.139198112785
NDAR_INVLBZW40WR,1,-1.3617661199690605
NDAR_INVLCHL1WZR,5,-2.4683694749253817
NDAR_INVLG46HHB0,1,-3.775834615859089
NDAR_INVLH3PCFW1,2,-23001.0823833731
NDAR_INVLK12P4A5,1,1.1383451464850722
NDAR_INVLM81WCFX,3,-2.662129955084854
NDAR_INVLP57P64D,3,-2.0629269502499206
NDAR_INVLPY5VAXY,1,0.19759538991888487
NDAR_INVLTFXTGJ0,1,-5345.258576428312
NDAR_INVLVW41722,2,0.12360211249045953
NDAR_INVLW127JFT,1,0.6716831998052336
NDAR_INVLXEAXZ7M,5,-21167.30514993035
NDAR_INVLZBR5BLJ,1,-1086.9416737092686
NDAR_INVM255ZJ8M,2,-1.7572926768713557
NDAR_INVM3902G6F,2,0.5441780100621059
NDAR_INVM50LU9VD,2,-0.7070931113464742
NDAR_INVM5M4VXYD,5,-2.072822017342248
NDAR_INVM6781J8F,1,-16722.13018988617
NDAR_INVM70F0J7W,2,-2.971007987969996
NDAR_INVM826RRL7,2,-11915.224967020993
NDAR_INVM86N4GZV,1,130226.50231395771
NDAR_INVM89ZJM03,1,-1.7800551866669487
NDAR_INVMDEU4XC0,2,-2.0992870748437733
NDAR_INVMKPR1T1N,3,-2.8946441989281246
NDAR_INVMKW7RNZ8,2,0.6856030853792646
NDAR_INVMRH2PB50,2,745.9685730120635
NDAR_INVMTVMYZRH,2,-1.8325250933491666
NDAR_INVMXGV952X,1,-2.5396290818727976
NDAR_INVMY85AAAM,2,-0.571649307679605
NDAR_INVN2MD051W,3,-3.6522761817253606
NDAR_INVN4800E3M,5,-4106.608809222291
NDAR_INVN4DBED7D,1,0.08187988502514489
NDAR_INVN4G2HXY1,5,-2.3242065064313797
NDAR_INVN5FRRMAK,1,1.4385874106896315
NDAR_INVN6EULLPB,1,-19101.03328801047
NDAR_INVNCUV83U4,5,-2.494976621620483
NDAR_INVNEJ8RBUG,1,0.6749539399098764
NDAR_INVNJZ90LJV,2,796.7797477273645
NDAR_INVNMRZ1KX9,1,2.5418762447754544
NDAR_INVNNNG8Z3V,2,-19383.854952921694
NDAR_INVNTAR3TAF,5,-3.24469951233238
NDAR_INVNUNMDE7M,2,0.6956453679278628
NDAR_INVNWRWBM61,3,12865.333163419136
NDAR_INVNX5G08HC,2,-1.42674276310813
NDAR_INVNXWTX9VX,1,3.9593159571388683
NDAR_INVNY9E48W0,1,-0.5162232621901612
NDAR_INVNZ6PNAL2,5,-2.188805282935816
NDAR_INVNZ90MJVP,5,5846.265575593924
NDAR_INVP38LCGFT,2,-1.239344327587425
NDAR_INVP3LDF3U5,1,-4.1591837554905435
NDAR_INVP4AK4PTK,1,1.8628177830104702
NDAR_INVP55M5T0X,5,-41807.772722809066
NDAR_INVP7KEYEU0,1,1.5253729088538452
NDAR_INVP8CFEA4E,5,-2.8918563219282043
NDAR_INVPATH0UC3,5,1977.8211904118
NDAR_INVPATP4RPG,2,1577.7708488075148
NDAR_INVPCBB86LH,2,1.5380536913978973
NDAR_INVPCH8JM5B,5,-3.5492522556058037
NDAR_INVPF3UJTKW,5,-2.947807836958945
NDAR_INVPJF841VD,1,0.5518164118581322
NDAR_INVPLP1WVXM,2,-3881.8869997413894
NDAR_INVPRLTKVRN,2,-6380.261748605125
NDAR_INVPTM61L43,1,31051.57353221533
NDAR_INVPTV6A941,2,-153661.2331391914
NDAR_INVPTVMXPMF,5,-2.214586665709432
NDAR_INVPU3WY23M,1,1116.2501243325426
NDAR_INVPUGJUJZ2,5,-1.6395494603151777
NDAR_INVPUHZMWL7,5,-3.809440165308526
NDAR_INVPWDDAD3B,5,-2.7132601319434215
NDAR_INVPWL6YB2C,1,-0.2571020861065183
NDAR_INVR1JFZ70M,5,-2.7143833618577418
NDAR_INVR3GH8J7X,2,1.0990533207712776
NDAR_INVR5VKKRM9,1,-1169.466458670576
NDAR_INVR62PJ1EJ,5,-2.9209329803593294
NDAR_INVR7WFN9E7,5,-0.2869497473099295
NDAR_INVR9AJ27WZ,1,-0.6259528531975945
NDAR_INVRAZRBGAL,1,-5077.2879574511935
NDAR_INVRDCUTM3A,2,9284.168418007132
NDAR_INVREFXMF6L,3,-15388.037221103965
NDAR_INVRELT7MMW,1,-0.8559799269876911
NDAR_INVRFNDEMN8,5,-2.426445040273615
NDAR_INVRGVY0VAU,5,-5.444638087588922
NDAR_INVRJY2T5DU,1,-7628.812356455733
NDAR_INVRMNMGK77,1,-0.662915300791333
NDAR_INVRMTA5CWA,2,-1.3098252688538248
NDAR_INVRRR6XT5R,5,-0.5368486251005956
NDAR_INVRRT6GJ3T,2,1.7639443767156913
NDAR_INVRT4HRE6Z,5,-0.6866474186262436
NDAR_INVRU1UMG5J,5,-1.8266894419700064
NDAR_INVRVKDMDNH,1,-1.7030750738190996
NDAR_INVRY96FYZ8,1,-0.19988111074309275
NDAR_INVT0056CXX,1,57933.44964912932
NDAR_INVT0J4DFC4,5,7146.368749066072
NDAR_INVT4NLHUX4,2,0.00664357174317516
NDAR_INVT6E1MJ14,1,0.20582331674719045
NDAR_INVT6RAMNH2,1,-2.597388589421397
NDAR_INVT6Z99TKW,1,-0.556041309696434
NDAR_INVT7HVBTRE,1,-0.02974820616646771
NDAR_INVT88PYFND,2,2935.7863456435175
NDAR_INVT8KRKTVN,5,-1.2524290389258081
NDAR_INVT9RH5R7B,1,1.0926522829309573
NDAR_INVTAN0M8LG,2,-1.9073272860917057
NDAR_INVTB8BMPV1,5,7274.613775821543
NDAR_INVTBJX7XV9,1,21.595841029659947
NDAR_INVTEGHFYFP,5,-27.985916809529957
NDAR_INVTFJ2LGCD,5,19938.232424478054
NDAR_INVTK4DJ93H,2,-0.6795557105081148
NDAR_INVTN9RVYB1,5,-0.8829340261469778
NDAR_INVTP3NTJB0,2,904.5715573185608
NDAR_INVTTYCH8LT,5,-1.4562853269314409
NDAR_INVTVGCT5T2,5,44186.13720854468
NDAR_INVTZCLUNW2,5,-2.8579208754618177
NDAR_INVU3XLKGUY,1,3735.1323642571
NDAR_INVU6KP4B6G,5,-2.20880919047961
NDAR_INVU7276YU8,5,-13817.386157392724
NDAR_INVU7WWPJ0M,5,-4817.53262258155
NDAR_INVU8AGD1P3,1,-1703.6731071104061
NDAR_INVU9VKB2N8,2,-1.7992063690448012
NDAR_INVUBKLVB72,2,0.09329909310957889
NDAR_INVUBV5LDKV,5,-158120.52188708956
NDAR_INVUCM7Z8R7,3,3086.4119712269066
NDAR_INVUJTA9MD9,1,0.8047939338455423
NDAR_INVUP5T3PT9,1,2592.386709347406
NDAR_INVURYDCKP1,2,-2.3559735412720983
NDAR_INVUTEVFWND,2,-0.4590590790014604
NDAR_INVUU2VUW5T,1,27090.6910057806
NDAR_INVUXJ71XMK,3,-2510.8533310320418
NDAR_INVUY1UGEA3,1,-1.5823032457840243
NDAR_INVUZMCUYWY,1,1.1935663661115163
NDAR_INVV0L5J7B4,1,-6219.697977618148
NDAR_INVV381L7JK,5,-2.7349966600684787
NDAR_INVV4VB3611,5,-1.5544231048181372
NDAR_INVV5TKBR0Y,1,-0.42200688490179383
NDAR_INVVGMX0BPT,1,0.7493011961874881
NDAR_INVVGNCVUXB,3,11228.885252670469
NDAR_INVVH9C9R1J,3,-24162.48149387366
NDAR_INVVJ4BVBAV,1,0.2794639530801862
NDAR_INVVMHC7BEX,2,-1.9776449497320583
NDAR_INVVUD7L4FZ,2,-1.260034161896315
NDAR_INVVWH7ZJJR,5,1324.0974686909467
NDAR_INVVWLNFNMG,1,1.1483299144637191
NDAR_INVW0DAL2AW,1,-0.2025607369843985
NDAR_INVW1BFMH04,1,-2.338135179461127
NDAR_INVW482U9L4,2,-2.3951433587722755
NDAR_INVW4W8HGP2,1,9658.760609922643
NDAR_INVW6GWG9J4,1,-13095.190021157903
NDAR_INVWAFKK7PK,2,1.21678833564322
NDAR_INVWDLCWZL7,2,-1.3581504428961761
NDAR_INVWEJF6GXD,2,-4849.251335379476
NDAR_INVWENNTD21,5,-12688.6545346958
NDAR_INVWGWA2P38,1,-1770.895222695778
NDAR_INVWLMWBF2W,3,-3.0318031005204387
NDAR_INVWNKZ5Z4L,2,-0.6599409243649518
NDAR_INVWPCCMHG1,1,-0.150266734593718
NDAR_INVWV30VA2P,5,-0.2601607617945873
NDAR_INVWVVCYC6W,5,-1542.598123142167
NDAR_INVWY3GY9NE,1,0.5111204180653752
NDAR_INVX7KKFJ5E,5,-20842.309831700706
NDAR_INVX7RUVFDV,5,-2.374071366210002
NDAR_INVX9YK296T,2,-1.2504728589026308
NDAR_INVXBB6NT2L,5,-0.34784622457357717
NDAR_INVXC2KX82P,2,1982.1527006050203
NDAR_INVXHG35TUW,2,1.3076041076015288
NDAR_INVXHKRJC1C,1,0.32973935769035634
NDAR_INVXM0N4RE4,5,-2.2395395892084755
NDAR_INVXPY9ELR7,2,-0.6211266969443267
NDAR_INVXRWF7AVL,1,-3811.8894949986143
NDAR_INVXTBCPTH4,5,-7570.284833241756
NDAR_INVXTRH94BW,1,870.834540191025
NDAR_INVXV9TRYCZ,1,-3.128853729746172
NDAR_INVXVT1UD9C,3,-24836.378557503438
NDAR_INVXWKLKMG1,2,-0.44350145380588524
NDAR_INVY2BPM655,1,31350.5091627396
NDAR_INVY4FZKKCZ,5,-1319.7820210393036
NDAR_INVY4NY9NDV,5,30383.7466520726
NDAR_INVY6FE3R8A,1,-1.0877287514529927
NDAR_INVYC3LF9NG,5,8030.823570023184
NDAR_INVYC42VRVF,5,-1.1727852249861264
NDAR_INVYCL4R17D,2,0.46571563235315877
NDAR_INVYGBUZKCW,5,-2.109677992844281
NDAR_INVYH3BPP7A,1,-200.79367625659427
NDAR_INVYN1N2HYA,1,1994.716839930658
NDAR_INVYPJK6AC5,3,-3.7803230880817087
NDAR_INVYRW56GJ2,5,1330.760980181881
NDAR_INVZ174YN3F,2,-0.9568341445919035
NDAR_INVZ1KX2326,1,5322.852177151836
NDAR_INVZ1WUT8NP,2,0.3754523012091231
NDAR_INVZ3N5A33N,1,-1489.8014097560465
NDAR_INVZ4DPYEX3,1,-24152.264677976018
NDAR_INVZ5M1W790,5,-1.7852522615288877
NDAR_INVZ6EXYCV3,2,123169.54670249303
NDAR_INVZCCYZY0V,5,19236.472063093366
NDAR_INVZEAUYCZF,2,-35.851438300089576
NDAR_INVZF1WFHR3,5,10213.3314164192
NDAR_INVZG4U8G7X,2,-0.06291559134317541
NDAR_INVZJEG08WY,1,2.459175357714127
NDAR_INVZJHF566H,2,-0.9274319511107981
NDAR_INVZK8052MG,2,-1.487592417733771
NDAR_INVZUXHPX3N,2,-0.36669123950247556
NDAR_INVZZL0VA2F,1,-858.7486999632858
NDAR_INV021403LF,1,-21588.521357667894
NDAR_INV059VLAHF,5,-3.5827387501355457
NDAR_INV06DE9Y0L,5,-1.892237143477359
NDAR_INV07RAHHYH,1,2.7088236023006282
NDAR_INV085CYDEZ,1,-0.007771034160172016
NDAR_INV08GBDG8X,1,6613.242321968695
NDAR_INV08J0E48V,2,-1.4546059611126179
NDAR_INV097LUBWX,2,0.6935445627008496
NDAR_INV0A87RKWD,1,-0.7187758758943965
NDAR_INV0A9K5L4R,2,-5401.907285441411
NDAR_INV0DBRJXKG,2,1879.102478968825
NDAR_INV0E1RBR9J,5,-7430.484455389548
NDAR_INV0J1M2ETU,1,-1.8243379519610106
NDAR_INV0JAG7BGC,2,-1.5077766351346167
NDAR_INV0JGVD4F3,2,0.5782840413419404
NDAR_INV0JR6Y529,2,0.2156133736816357
NDAR_INV0LEM88KP,3,-11975.887586047898
NDAR_INV0ML93ZXT,5,-2.8880400255329044
NDAR_INV0MRY4Z3E,2,5406.286651930746
NDAR_INV0PRHUTZA,1,1.2058724632654092
NDAR_INV0RHDH1EL,2,3977.0077720856966
NDAR_INV0ULZKXXG,5,4352.611201371527
NDAR_INV0UMM15GY,3,-7.338231678564438
NDAR_INV0VJZ6NZY,1,0.4811232966086788
NDAR_INV0WELU60J,1,-0.7101267652768499
NDAR_INV0YWBYAGP,2,-0.789528994967306
NDAR_INV155U91DU,2,-197.33162425957389
NDAR_INV18HXV64A,2,-0.44827741924436854
NDAR_INV18XYL4BV,1,-62866.5534834976
NDAR_INV1925AD9X,5,-4.359694427336669
NDAR_INV19JV1ZX5,1,-2.198815343835957
NDAR_INV1AA2VG9C,1,-1.217058781018447
NDAR_INV1AJNN0V2,1,1.5388007833939001
NDAR_INV1BGRYN2J,5,-3.579266653269841
NDAR_INV1BUXN6LH,5,-1.745201607716334
NDAR_INV1D95ZF1L,2,-1848.2807624862496
NDAR_INV1ERVN8M1,5,0.5449291880193531
NDAR_INV1F953XCP,1,1.4263613409880058
NDAR_INV1GVYL05C,5,-2.4503630632899953
NDAR_INV1J2LV4NY,1,-2.100787043842975
NDAR_INV1KXK7MDF,1,0.35373453676248634
NDAR_INV1LC5DBRK,5,-1.687314568067516
NDAR_INV1LW4GJ4L,1,-0.6025482948429046
NDAR_INV1MFM0HL1,5,-3.9193627103636137
NDAR_INV1MKWVMP1,1,4.694150474595104
NDAR_INV1PB7CJTH,2,-1.9917833683179906
NDAR_INV1PN1MPWF,2,53801.90784760007
NDAR_INV1TWMU0JK,1,-1.704008668018952
NDAR_INV1UNYCP25,1,-1.142390745633286
NDAR_INV1UWWV5JP,1,0.5155851229064321
NDAR_INV1V752R9N,1,731.6533419649038
NDAR_INV1YFEDW44,1,2.0729016852388376
NDAR_INV1Z1PW22B,5,-1.717437432429334
NDAR_INV20CNYBBC,1,1195.0081319674507
NDAR_INV21KEUZ1N,2,1.126240266313543
NDAR_INV2563J20P,3,9728.570836705458
NDAR_INV25TV4HPX,2,-2501.2118776897178
NDAR_INV28NRLWRX,1,-2.4740317521041235
NDAR_INV2AVRCTAA,2,-0.45233536471768665
NDAR_INV2BKVEFL8,2,-1.6197504351098284
NDAR_INV2CW9FCHV,1,-20.23130431024441
NDAR_INV2DYU5KZK,5,-2.382431041697981
NDAR_INV2ELMBVNA,1,-5624.6844551425165
NDAR_INV2J3D85NJ,5,0.0217441083300954
NDAR_INV2LHR28JU,2,0.8245436610273525
NDAR_INV2VGT219A,2,-1.99648577770291
NDAR_INV2X0UMZF5,2,-34746.38498443495
NDAR_INV2Z032PK4,2,-2.5414329448234376
NDAR_INV30BGMG0D,5,-3.371472453820232
NDAR_INV31UPFNDE,1,-3634.977245106653
NDAR_INV32ZTA2YU,1,1488.280850871436
NDAR_INV37ZMYZNR,2,0.10676170334878278
NDAR_INV38MJNWUT,5,-3.2393267676284143
NDAR_INV3ATWJ2YH,1,-962.9433592225766
NDAR_INV3AY9C1RJ,1,0.7674792993081428
NDAR_INV3BFH48PE,1,-0.12820597774396852
NDAR_INV3D7TEJUE,2,0.7462906184937435
NDAR_INV3DN8DMP3,1,4.618462175253974
NDAR_INV3E6J6JJR,1,-0.049075608463764936
NDAR_INV3FJ6DHVU,1,3106.409186074551
NDAR_INV3HBNNTXH,2,-1.9384180476888273
NDAR_INV3HZG2Y7P,2,-15867.452565741904
NDAR_INV3NABWF15,5,7122.887638367799
NDAR_INV3PB2GNLM,1,-2112.146929525099
NDAR_INV3PTPRFM5,2,-2.045804615345714
NDAR_INV3T4N9EJD,1,-0.6730312990303811
NDAR_INV3WT1TK9L,5,-1.3844368231031032
NDAR_INV3XZ29M5N,2,-1.6114063993039207
NDAR_INV3YCZGP8H,5,-5.547183695059422
NDAR_INV402278X9,5,-2.354040547764984
NDAR_INV41964BN4,1,1.093899743576156
NDAR_INV43TD8G0E,2,-3055.0144727638276
NDAR_INV44VXW7YA,1,-1.1687669820223492
NDAR_INV4AYYAKWZ,1,-32153.498965272225
NDAR_INV4BJ1W8Z2,1,-0.8655618370993186
NDAR_INV4EK87DJK,3,-0.7697690847777624
NDAR_INV4H9VPPWC,5,-1.9944317047863596
NDAR_INV4NKVRBAJ,5,-4.253978896372409
NDAR_INV4RJPJXN3,5,-0.8638063972636871
NDAR_INV4UJ4B7YT,2,-7477.294905803946
NDAR_INV4VF9CVGF,3,11079.033860501222
NDAR_INV4Y6K99MT,1,1463.871701656428
NDAR_INV4Z38T1RY,2,-1.9997724109145947
NDAR_INV4ZTJFWE1,5,-2.034837612991665
NDAR_INV4ZTRVWH5,2,-1.82585045218958
NDAR_INV50ABALT4,5,-2.0931243136014683
NDAR_INV54YW796D,5,-84.33952686941338
NDAR_INV56B953GR,1,-1.778358270816365
NDAR_INV56L57G10,2,-0.1691898684222871
NDAR_INV59CAGP2B,2,-2.87199402352219
NDAR_INV5B5DML2V,2,-829.672400071025
NDAR_INV5DXMXDFV,2,-1.3402865144496332
NDAR_INV5E5N8A4J,1,-47357.10973200116
NDAR_INV5HDBZPE1,2,-1.3872543074494332
NDAR_INV5JGG99ZM,2,1641.2281906751048
NDAR_INV5LUMKVGJ,1,2.8533727440525376
NDAR_INV5R57W4GA,1,-1009.552997303403
NDAR_INV5VETDCUY,2,-1.7126567790819185
NDAR_INV5VRVMVVT,1,2.171265713785472
NDAR_INV5WTABLWY,5,-1.1594238558598284
NDAR_INV5X1ZU6Z5,1,23087.798311488492
NDAR_INV5YLL09V1,2,-1.4352350843782358
NDAR_INV64HHWR5T,2,-1.7121088848616075
NDAR_INV64PVVHP3,1,-3.9977562211787885
NDAR_INV64VXDF5P,5,-4.5443609081807645
NDAR_INV654DRYXT,3,-3.4721839919816206
NDAR_INV660006Z5,5,-1132.0106074014975
NDAR_INV67LUTZ66,1,0.5517579956172702
NDAR_INV69YP46W3,5,-2.481376912383094
NDAR_INV6D3TTBKJ,1,0.5539403419294043
NDAR_INV6F6ZH8XT,2,1.18188738187395
NDAR_INV6FGUTK6K,3,-20663.59545490895
NDAR_INV6H9BMNN8,2,-0.197344751262548
NDAR_INV6HGWZFVC,1,-2.404041207612996
NDAR_INV6JF8WUYT,3,-722.9562470194803
NDAR_INV6NRB61V1,5,-0.33061673012736936
NDAR_INV6U7X519L,1,119321.12629404356
NDAR_INV6W6JXPC8,2,1.2715197422508306
NDAR_INV6WJRAFFM,5,-0.3374804102046127
NDAR_INV6XE6J751,1,-1.575082525027725
NDAR_INV6XT4AD09,2,-3.054596523375079
NDAR_INV6XTLR9MW,1,1.6831857373947394
NDAR_INV6YFG0ZXV,2,0.4465458855918219
NDAR_INV702TNTVC,1,0.6121166670537201
NDAR_INV72D5W9YN,1,1.8016362512774309
NDAR_INV75RKEU4Z,1,-1978.5291823696564
NDAR_INV75UAC3KM,1,1.5301578313239261
NDAR_INV761E1JVD,1,-2.456718854907771
NDAR_INV765GH2MK,1,-0.6881974795252828
NDAR_INV7AB2FTKZ,5,21285.250829897974
NDAR_INV7APJG7TK,2,-1968.0099786454896
NDAR_INV7F1N85W0,5,-0.7028607177989167
NDAR_INV7GTT6FAU,3,-493.50683612675186
NDAR_INV7H18U74U,5,-2803.2874452962915
NDAR_INV7J2P2KEU,1,-1.9775011647180294
NDAR_INV7JGE0MH9,5,-1.6890260054512451
NDAR_INV7P2D519Z,5,-2167.944462531425
NDAR_INV7P9PRTBA,5,-114533.68912331427
NDAR_INV7PXH7ZBR,1,-1825.8049423870407
NDAR_INV7R43BC6Z,2,-0.4608534259950963
NDAR_INV7UERCC7T,5,-2.0355407490834345
NDAR_INV7UY7DLBX,2,-119.42963656933318
NDAR_INV7VJRB88H,3,-7330.844611120811
NDAR_INV7W42V487,5,-0.7235975951055902
NDAR_INV7W4K75L0,2,-0.3538662867539539
NDAR_INV7X7GDHBZ,2,27605.023155397535
NDAR_INV7XMA6BG5,2,-0.8695779237792778
NDAR_INV7XUV8V0N,4,-66.6995269309724
NDAR_INV7ZE3WGCX,5,-30256.067160488048
NDAR_INV7ZG74PKJ,5,-1.1497636441787094
NDAR_INV804KTLAN,2,-1.5551186588808406
NDAR_INV80LPWRCD,2,86796.56615740508
NDAR_INV80VX1MHD,1,4923.033500831986
NDAR_INV81J6U6L2,1,1.9841460202315273
NDAR_INV82ERJFA5,1,-1.8138801688748576
NDAR_INV851T3JYC,5,-3.0257809008800973
NDAR_INV85W58U88,5,-2.357407622081197
NDAR_INV88RD5H70,2,12566.929712367586
NDAR_INV8CBT9W65,5,419.16376025840844
NDAR_INV8FHKFFRM,1,0.820583826858792
NDAR_INV8H821RXE,1,0.32476320385036284
NDAR_INV8JHCHHNT,5,2926.6156087844283
NDAR_INV8K9N9DEZ,1,-23391.82724189123
NDAR_INV8KDDNHZY,1,1.0364491195134868
NDAR_INV8LZNH731,1,1.7675947741032731
NDAR_INV8M3N131W,1,2.7619040240270376
NDAR_INV8P1H87D1,5,-2.847338264300901
NDAR_INV8RJK7YDV,1,-2.77730282594691
NDAR_INV8RP64EBL,3,314.4098696169127
NDAR_INV8TCYNPU3,1,-0.22714022778343865
NDAR_INV8THNUUY3,5,-0.4797207328204678
NDAR_INV8TWNRCGG,5,-2.7579396837808257
NDAR_INV8TYGH2JB,1,1.611542184875621
NDAR_INV8XTC7XWY,5,10061.520752750048
NDAR_INV8YWYM3BL,1,-2.546719615286489
NDAR_INV8Z3XXD69,1,26051.48635408054
NDAR_INV8ZXPKPRN,2,-0.36808677184087757
NDAR_INV915YKBPY,1,10034.996545747183
NDAR_INV91MTH18D,5,-0.7671099940882063
NDAR_INV92Z37BWN,1,-0.662891100602715
NDAR_INV953WUR8C,1,5508.2391958680055
NDAR_INV956C4ZGG,2,-0.7128859121884921
NDAR_INV96KG6C49,2,0.98733389313355
NDAR_INV976U49PT,2,-3.0326179482106146
NDAR_INV9ACM4FBA,1,1.186715014071817
