IID,salso,nTotal_pred
NDAR_INV9B14E538,1,-0.4615358572913997
NDAR_INV9D98AYBL,1,-1.0894654657855136
NDAR_INV9FB6NNVG,1,-1.6268674644043122
NDAR_INV9J9ECJ8U,1,-0.6070836508997571
NDAR_INV9JCYGTV3,1,3880.400045488922
NDAR_INV9K7D4LHD,5,89070.37891723729
NDAR_INV9KCVTWFZ,5,-4.438272485364029
NDAR_INV9MDFD681,2,0.3494571590535955
NDAR_INV9N895VTP,5,-2.924639302142577
NDAR_INV9PTH3VTR,2,-1.5877061425631351
NDAR_INV9R3R8MW4,1,14465.651359755517
NDAR_INV9WG8CVTX,1,-0.7867117457567976
NDAR_INV9YG22T0B,2,-7925.410475813488
NDAR_INV9Z0LE0BL,3,-9502.819518486622
NDAR_INVA0BVG0DF,1,-0.2699244272025194
NDAR_INVA70DPKY0,2,-0.3373176723754805
NDAR_INVABCY2GG6,5,2969.5727269482745
NDAR_INVACKXV1WP,2,-1.1677211751618362
NDAR_INVACZ024Y5,2,-129113.28281699322
NDAR_INVAD301F7N,5,-3.5676529074706447
NDAR_INVAD8N7RW7,1,0.1611301289820974
NDAR_INVADW3JCNG,5,-4.810185413374494
NDAR_INVAFGG3213,5,-1.371859361608062
NDAR_INVAGP8V8LW,2,-0.8821236042321458
NDAR_INVAH6KK71Y,1,2.817835722479605
NDAR_INVALWW1VUJ,5,-1.6687302777567554
NDAR_INVAMLLW49U,1,-13565.027660255957
NDAR_INVAN03AH80,2,485.11614705403815
NDAR_INVANMZGAVD,2,-2.5997283938282725
NDAR_INVARFAEL21,3,-4.676817963815196
NDAR_INVAUYRNJPC,1,-2.6737819131325744
NDAR_INVAVJXHAEC,5,-2.7982101237328454
NDAR_INVAY223C4J,2,-12612.315349096987
NDAR_INVB1CK69PR,2,0.3695589452717934
NDAR_INVB1E3XW7P,5,-16176.679138689544
NDAR_INVB37AW857,1,-0.19991269835792916
NDAR_INVB6AN7YDK,5,-23885.07083536942
NDAR_INVB9J9H4PK,2,-1.6312067173059315
NDAR_INVB9RXNJDB,2,0.19960237962269683
NDAR_INVBGF86P29,1,-1.0467299949488242
NDAR_INVBHD2GF0Z,2,0.21161598241406696
NDAR_INVBK8KBAZM,2,-0.4595378660803732
NDAR_INVBLHP1W5L,1,0.020461605144922842
NDAR_INVBNRN2W15,1,-2.1440568098245723
NDAR_INVBR0R4R8M,1,-0.5345167720268441
NDAR_INVBR1ZHAEJ,1,1.7529319751520867
NDAR_INVBUBD3WNE,5,-3.2373716520188625
NDAR_INVBW3JU66Z,5,-1.9077412378759768
NDAR_INVBXK5N7Y1,5,-2530.643132263406
NDAR_INVBYARCL2L,1,-9072.464829513046
NDAR_INVC3A7UBT2,5,-1.3597632635391257
NDAR_INVC3E7K9A7,5,2893.419031939112
NDAR_INVC3Y8MBZ8,1,-2.8868438883006347
NDAR_INVC5KPLUZ5,2,20429.9201242153
NDAR_INVC7P1CVEU,1,0.2949091496024186
NDAR_INVCA6R8P2J,2,1.1023210680653457
NDAR_INVCDNAUD1U,2,-39124.17149969428
NDAR_INVCDP4CRFV,1,-0.05993082861789132
NDAR_INVCF2VRU9R,1,22304.022933879016
NDAR_INVCHUKUNFD,1,0.09336207649845296
NDAR_INVCN7V5XKE,5,-1790.2086951039953
NDAR_INVCPKCD2H0,5,93626.25289524798
NDAR_INVCPMFLM9H,2,1.3564151294532962
NDAR_INVCURU4G26,3,1070.1557664892077
NDAR_INVCVK8YHVR,5,-2.0387536465976046
NDAR_INVCY51KY08,5,-1.877690368567943
NDAR_INVD06ADJ09,1,-242.35217831111603
NDAR_INVD0ETUKJA,1,2.3868572711721963
NDAR_INVD0KNT1VK,2,-3586.2959064670904
NDAR_INVD11Y7BH7,1,41184.336662508584
NDAR_INVD1PRDRJG,1,1.2289655546256388
NDAR_INVD2V80DW2,2,-1.1757809441139555
NDAR_INVD3A2CTFX,5,-1.1554855619182354
NDAR_INVD4TVEL8N,3,-4.883278264322872
NDAR_INVD646F8XA,1,20226.849338985634
NDAR_INVD69W33NC,2,496.19022930027205
NDAR_INVD6U7VKP6,1,-1.92846149958457
NDAR_INVD806H93D,5,-3.239899248616355
NDAR_INVD8NF2X35,1,-32699.32209833209
NDAR_INVD91UPVA1,2,-1.3098149509154424
NDAR_INVD9LT4A11,1,-2.5525657241813526
NDAR_INVDA6VVDEG,1,-0.11839818072304588
NDAR_INVDAWZ7L6D,1,-1.9613907718290433
NDAR_INVDBJ78DCD,5,-1.6262242679682735
NDAR_INVDCTNAUD1,1,1951.7888680632982
NDAR_INVDEKRPJ5X,1,1.628914215895785
NDAR_INVDFNR4UMM,3,5685.7808208831
NDAR_INVDHJV77RB,2,-1.724420600675647
NDAR_INVDML4KVG0,1,-17110.902962530738
NDAR_INVDVMAP47N,5,-2.948243689401919
NDAR_INVDX7DPE6L,1,9826.566351311832
NDAR_INVDZBVMMGB,2,-3.6289699595616134
NDAR_INVDZKEBE4K,2,1.8178027276998232
NDAR_INVE7CFEXUC,1,-23176.834847412352
NDAR_INVE7EG3Y66,2,-94581.59319412676
NDAR_INVEB844BJA,2,-1.3877663765109773
NDAR_INVECFADJPF,1,3.2790472079582393
NDAR_INVECUVCZD9,5,-34392.863372708
NDAR_INVED2XF3C4,2,-1.5301713298514847
NDAR_INVEEEJ9XTB,1,-2.9469813551954784
NDAR_INVEF2A6ATB,1,2.4620603363402305
NDAR_INVEFMK5HUC,5,-1.780069365506033
NDAR_INVEFV8GUKC,1,2.003299069756444
NDAR_INVEGRH63PV,5,-4.354967182626081
NDAR_INVEJHM574R,5,-2.541400061073045
NDAR_INVEK4406ZW,2,-1.561290567122966
NDAR_INVEKN9FWNN,1,1.7522579195876375
NDAR_INVEL2DU62H,1,-2517.9972840409946
NDAR_INVEM9U5YCH,5,-1.666932200775216
NDAR_INVEP0DL4X4,5,-1.0384246130947874
NDAR_INVEPDHTY87,1,3.8919282402021618
NDAR_INVEU6NMEWP,1,83117.19575033325
NDAR_INVEWDP96RH,5,-0.6528935269012621
NDAR_INVEXAKNZ18,5,-2.8460949799520194
NDAR_INVEY4BB6R7,5,-10489.871593787379
NDAR_INVEYKTM50X,1,3.3371999596084545
NDAR_INVF1L01D94,1,3.480499739743952
NDAR_INVF20K5ZNE,1,2.036660542009648
NDAR_INVF9KVX7JE,5,7705.829386306117
NDAR_INVFBL5N49H,1,-2.6665892662410084
NDAR_INVFC12GLF0,1,1.9924943429953788
NDAR_INVFCLB0ERE,1,-0.2117049268679708
NDAR_INVFD9X0A8E,5,3038.5114747603866
NDAR_INVFF01R0CH,3,-10844.098685333904
NDAR_INVFH4ZYJY6,2,-0.07649601758672873
NDAR_INVFNFNACAZ,2,-227.09012831690853
NDAR_INVFP8B264R,2,-0.5983454342763922
NDAR_INVFPDTRJ0D,2,0.9858111470441255
NDAR_INVFPDZ4C13,2,-0.5585613210310268
NDAR_INVFR8HM2WT,1,-27469.021940610717
NDAR_INVFR9N4HJY,1,-1.9673172687492573
NDAR_INVFXC7A0T2,5,0.2510799663455699
NDAR_INVFXNJFKE2,1,10727.64282655908
NDAR_INVFY2VY166,1,12284.837126912393
NDAR_INVFYT4DP3T,1,-998.1080082539893
NDAR_INVFZ7AMNW3,4,1.6234388238487845
NDAR_INVG09U8D04,5,-1.5774675944507748
NDAR_INVG0E0L3HV,1,-0.21778799280727765
NDAR_INVG0ZNL58U,1,-99655.07848902431
NDAR_INVG19M2F39,1,-0.25690927708216577
NDAR_INVG1TXFJX2,2,1.6584508417647787
NDAR_INVG231DCYX,2,-1.441639531634565
NDAR_INVG40TP4HF,5,-11202.60986923875
NDAR_INVG4LNRMF9,2,-1.6373454613117209
NDAR_INVG55HTLK3,2,-0.9756842707607953
NDAR_INVG6L0N3UR,2,-1.9721951344416209
NDAR_INVG6VRYVW0,1,-275.739343312325
NDAR_INVG7BRDFU8,5,-1.279787649484308
NDAR_INVG7E3X79T,3,-3.7958091214401266
NDAR_INVG8K37NDD,1,-0.12462920974014163
NDAR_INVGA8XJ9W5,2,0.709571053470773
NDAR_INVGALZWY31,4,-8.752864645203559
NDAR_INVGCZFBJ6B,1,-3.7209584042486514
NDAR_INVGJMJAZ5P,2,-0.07163749076160263
NDAR_INVGJZE0X5U,2,-1.0629531518513773
NDAR_INVGMYU4GT3,2,0.44077237955388243
NDAR_INVGNHMJJTD,1,-1.0381662757164312
NDAR_INVGNKUYWNE,2,-11788.525100190556
NDAR_INVGR223RR6,2,0.09476894459878597
NDAR_INVGU3ADLYR,5,-2.3994933839644887
NDAR_INVGVLXVC7X,5,17891.13153774119
NDAR_INVGWG4RUR9,2,-0.2566903186305371
NDAR_INVGYHXT5DV,1,1.061419467026404
NDAR_INVGYZ787M8,5,-0.14169135885323292
NDAR_INVH1A3JG9F,1,-2.590255434577909
NDAR_INVH2JCLXCG,1,-1.5424337438649958
NDAR_INVH30DZ5Z7,2,-0.8847671378403772
NDAR_INVH3WNU4JB,1,680.1156360097413
NDAR_INVH49WAHRY,5,-2.512470157435583
NDAR_INVH679EZ0Z,1,-0.701138588892653
NDAR_INVH6H319AA,1,0.449194099171719
NDAR_INVH7F09R6E,1,-0.15601070683501098
NDAR_INVH7X044A7,5,-0.9071914894328935
NDAR_INVH8G09YY7,5,-4253.273276914534
NDAR_INVH9DU5D5F,1,1434.651086068412
NDAR_INVHBCXW11P,5,-2.7730084656233176
NDAR_INVHC96P1XH,1,-217.7324443467681
NDAR_INVHEM6RAEH,2,-41995.33463018601
NDAR_INVHF0D2M6B,1,3576.3460411172396
NDAR_INVHJ09MKKG,1,1.0052662299154855
NDAR_INVHJ23NRWV,5,-2.349564404597815
NDAR_INVHJAUY52L,1,1.9849185290063893
NDAR_INVHP17VUZM,1,13871.29060169058
NDAR_INVHP4DCPG2,2,-718.9673129496093
NDAR_INVHPA364MF,1,-1.6564549900673413
NDAR_INVHPNB07E7,2,-0.5683205752541165
NDAR_INVHRKZ329E,5,38123.07580074252
NDAR_INVHRNX3BK4,1,-0.8499796856219929
NDAR_INVHRNYYZFN,1,0.8121734437383654
NDAR_INVHT6KEU1H,1,2.635833072092785
NDAR_INVHUF10CJX,1,0.9619794249577642
NDAR_INVHV9VDD6H,5,108751.76000821343
NDAR_INVHWPWW944,5,-663.4051829543038
NDAR_INVHX1RU4HV,1,3.5120286875492748
NDAR_INVHXHUVGJG,1,-0.15949194039394254
NDAR_INVHYK6GFFE,1,-72016.88506141797
NDAR_INVJ0130AZB,1,8439.618949226031
NDAR_INVJ3DJV7E6,5,-3.940273125764411
NDAR_INVJ3X1G87Z,1,1.4481831082512795
NDAR_INVJ51UCKWX,5,-2.0836509658882822
NDAR_INVJ67B8F0J,1,3.1543400339269017
NDAR_INVJ6EUW017,5,-4.696530122978023
NDAR_INVJ6ZG269P,1,10951.443240959488
NDAR_INVJ8JU5JAA,1,1.412659611682715
NDAR_INVJ92RNHLE,5,24546.256942059103
NDAR_INVJ9GNXGK5,5,422.2549874756539
NDAR_INVJBH3AHLP,5,-3.2360592744775274
NDAR_INVJEUB6WZP,5,13591.306824965228
NDAR_INVJFBCAUBM,1,-0.9599750763020464
NDAR_INVJFZJH8VH,5,-2.402379480521292
NDAR_INVJGV03V17,5,-2.685488000601897
NDAR_INVJGY9JJPW,2,64631.39862590041
NDAR_INVJH7UFKKJ,3,-1.1240601747925345
NDAR_INVJKBDRF1B,1,3.3586617913420067
NDAR_INVJKYR0UWL,1,-0.3162726985995429
NDAR_INVJP0XXWG5,1,9774.95280382014
NDAR_INVJPA3LE7X,5,-1.3118648776860977
NDAR_INVJPLZW1Z0,5,-1.348880059859738
NDAR_INVJR23U8DW,2,-1.6692612258027049
NDAR_INVJR8B2Z56,1,2.7957172080342496
NDAR_INVJU8R73PG,2,-89809.6617415375
NDAR_INVJVA79JYU,2,0.043199536978450685
NDAR_INVJVYJW98X,5,-1.3433314917336507
NDAR_INVJWVF7NPJ,5,-2.3935364870965192
NDAR_INVJX0PX7UM,2,-6182.1233319188805
NDAR_INVJX8BERDK,2,-0.9100185077056929
NDAR_INVJZRV5ANP,5,-2.878078488309358
NDAR_INVK0F6B344,1,-0.1372415874242121
NDAR_INVK0YRT0W7,2,-0.43447474372410466
NDAR_INVK10UU5ME,2,-1.7060649367138403
NDAR_INVK2M95XYW,5,-4.026219390697324
NDAR_INVK2YU9TW1,5,-197542.2157562499
NDAR_INVK31MTN10,5,-3.1251701934680165
NDAR_INVK6RANRAB,5,-3.216449516020603
NDAR_INVK6U0AB4B,2,-1.1411570730784002
NDAR_INVK78X1G9D,5,-0.1942755887390459
NDAR_INVK8CYP94F,1,1.7039957424005305
NDAR_INVKA96L5HC,1,0.04247832230451324
NDAR_INVKAPXUG5A,3,-63688.69786134014
NDAR_INVKB1PDUC8,5,-0.3532187074002441
NDAR_INVKC7ZC9VX,2,-0.5331194240030419
NDAR_INVKE5MUV53,5,-90341.92117567275
NDAR_INVKJRY7YJF,1,-4.160854548505347
NDAR_INVKKY0ZZXD,2,-4143.359187977132
NDAR_INVKL523B72,5,-1.1544166109467042
NDAR_INVKLLP08KA,1,0.48181151139785267
NDAR_INVKM0BYRA9,1,-0.5645138365585755
NDAR_INVKRN7CKJV,5,222.50275125672303
NDAR_INVKT7E0NA1,5,50758.137706747264
NDAR_INVKT8MVW3Z,1,-3550.009528554517
NDAR_INVKTN3FFWD,5,-0.7853168642614734
NDAR_INVKU7P8BC5,5,5459.950554561413
NDAR_INVKUJ7WV09,1,3.268958731425252
NDAR_INVKV3EVHUX,1,-2.2631521437521793
NDAR_INVKVA6MAGM,2,-0.8179465636830444
NDAR_INVKWKW8PLC,2,-0.10374062188541668
NDAR_INVKWYR8JMB,5,13385.44024942859
NDAR_INVKXEBWC6V,1,-2389.1981144053057
NDAR_INVKZE4Z6W0,1,-1.3839610522833306
NDAR_INVL1RVKM6B,1,-0.157792491796362
NDAR_INVL3B6LC0Z,2,-2.802164999358581
NDAR_INVL3UBBTCU,1,0.19578419957049842
NDAR_INVL4GC8H34,2,-1.6395244068753685
NDAR_INVL4H1ABKA,5,-3.204860004762744
NDAR_INVL4V0U23M,2,-0.37516163354196935
NDAR_INVL5AY1R6V,2,-0.5965902025436107
NDAR_INVL5RBR153,2,-0.9012297965758614
NDAR_INVL5W5CDJU,5,-3.930101063472104
NDAR_INVL6J5NEVL,5,-2.6893682204326868
NDAR_INVLBK0GFNR,2,-0.632523367068291
NDAR_INVLE343UAX,5,-3.774344660819852
NDAR_INVLFE1CBD7,5,-1.31782779444223
NDAR_INVLFTGDBYE,5,-2.352848617325231
NDAR_INVLG5EUWL6,5,-3.4068351649600257
NDAR_INVLG9JZFNH,1,-1.8193625539773666
NDAR_INVLHZWGFNU,5,-1.8885651386985072
NDAR_INVLK7A64VC,3,2865.4690681107495
NDAR_INVLLRVRMM8,5,-1.7490017628947314
NDAR_INVLLURBVRZ,2,0.4037501414217227
NDAR_INVLMAAJ8JJ,1,1.3525418247678478
NDAR_INVLMY0XZB5,1,-1717.431262541266
NDAR_INVLP8Z7WGG,1,4474.34578785653
NDAR_INVLPXG0D4J,1,-1.7850105519845854
NDAR_INVLRHY4MJ7,5,-1.433075335348256
NDAR_INVLRKEWN7Z,5,-4.208870769058873
NDAR_INVLTDF7P86,1,-1026.3462222271946
NDAR_INVLU997J7H,1,1525.9899686692804
NDAR_INVLUCM81R3,5,-2.4292930579888123
NDAR_INVLUDF8E8N,5,-5010.243698139537
NDAR_INVLUJH4U9P,5,-3.2219410403812847
NDAR_INVLUZ9DL2U,1,0.4217564704477831
NDAR_INVLV81ZJGV,1,1226.690848277672
NDAR_INVLVJCXFZ6,1,43530.41535472444
NDAR_INVLVLHRL2N,3,-3.8442318686805046
NDAR_INVLW8Z7G7E,1,-6.510066641115165
NDAR_INVLXKCG48T,2,-0.957316893960341
NDAR_INVM03FUB7G,1,-2.006921003155471
NDAR_INVM0GGBPHL,5,1889.5531449447915
NDAR_INVM15U5KMV,1,-1.468310492620873
NDAR_INVM1X8ZZTN,5,292441.78927856946
NDAR_INVM26N3JT3,2,-0.9411533600031912
NDAR_INVM2MEJBDH,1,-3.357609388594699
NDAR_INVM35JHYZ5,5,-15280.062714500747
NDAR_INVM38PWW4W,1,18673.745152051684
NDAR_INVM42YXRFM,5,-3.042190907023653
NDAR_INVM5GX1Z2W,1,-3007.8425837231607
NDAR_INVM7V41Z3J,3,2082.439483692103
NDAR_INVM991TN8B,5,-1.64059825396855
NDAR_INVMBFNBV6T,2,-0.9783368720130148
NDAR_INVMBU1DVRD,1,3.4987260976551333
NDAR_INVMDX2NCNW,1,-0.9888794150798125
NDAR_INVMG9REUL8,2,-1.9041517717361196
NDAR_INVMGJNC1PY,5,-20897.29766817443
NDAR_INVMH17G53W,1,-25.923404808836626
NDAR_INVMJC3XJ60,1,-0.8069471736604029
NDAR_INVMK86VH26,2,-1.2805285235308268
NDAR_INVMKNER6N9,5,-1.7302136427831418
NDAR_INVML3JWCTF,2,0.11316029217093405
NDAR_INVML43DJ88,1,43887.22625773441
NDAR_INVMM3Y00ZD,2,6398.599695086045
NDAR_INVMMLVDCJH,1,-250.8687021120213
NDAR_INVMPD4KFF5,1,0.7727737143963619
NDAR_INVMREK10C4,2,-5105.246734045092
NDAR_INVMTG7H8NA,1,-0.2885605295426356
NDAR_INVMTYZ9AH4,5,0.27292890506672335
NDAR_INVMVT25ECP,1,-0.09238334863583061
NDAR_INVMY1X0RAH,5,-5997.096153825854
NDAR_INVMYUC7TV1,2,-0.2233435169469444
NDAR_INVN08WN4MR,1,685.5439386525719
NDAR_INVN0JV7RUL,1,-0.10980316306326819
NDAR_INVN0T52ZWL,2,-1.4727883088260976
NDAR_INVN0XCHU07,2,-23921.43066852238
NDAR_INVN1TKYKW1,2,-1.130869987833515
NDAR_INVN1UYXP41,2,2643.716824380715
NDAR_INVN2HBFMWK,1,2.4362230301557553
NDAR_INVN31J6BXZ,1,-12508.754849898207
NDAR_INVN6MYRELB,1,1636.6339323343705
NDAR_INVN8P9M0EX,5,-1.8651269262749204
NDAR_INVN9D4XZKE,1,0.6759857730694138
NDAR_INVNA0D3G9K,5,-1.7206991149970687
NDAR_INVNDF1FD44,1,-2.0055632210626606
NDAR_INVNDGUJMHY,1,-3.5909523647623067
NDAR_INVNF8FVG3V,1,1.341505038158403
NDAR_INVNJGJ5FRB,3,61667.04896937592
NDAR_INVNMHULM8G,2,1239.5686659843705
NDAR_INVNPUYJZV2,2,2.1672600014678802
NDAR_INVNT25VUY7,2,-0.9969770766597587
NDAR_INVNT4P4M2F,2,0.47869801726689565
NDAR_INVNTJ9TYDB,1,-1.470815166225486
NDAR_INVNTK7UH4C,5,17189.86048203797
NDAR_INVNTLRZGPK,5,-3.863400386825218
NDAR_INVNU5J10B7,1,-0.390893572057466
NDAR_INVNU9AXHPG,4,-59617.286656084994
NDAR_INVNVJLJ735,1,-3.3880198801367767
NDAR_INVNVZ6Y707,2,-1.934481376239844
NDAR_INVNW2HYJL7,2,-2.5738633059976856
NDAR_INVNW8TFAV3,1,5901.47649583236
NDAR_INVNWYK8ZNE,5,-2.4160005941932945
NDAR_INVNWYV2A50,2,-816.6339161426645
NDAR_INVP0WKD3JY,2,-1.84882288103736
NDAR_INVP3B4C2JE,2,-0.2923199381006312
NDAR_INVP3NFD934,2,16.805577370322546
NDAR_INVP3U1CUBR,2,0.0445368673025037
NDAR_INVP3WMBTEH,1,24981.622723411154
NDAR_INVP3Z2GJ6J,1,0.4532405492777442
NDAR_INVP4GPP1NB,5,-1.9658836598145701
NDAR_INVP4HD6R8B,1,1.9570020996502426
NDAR_INVP5A0M52P,5,-1.1147018207760628
NDAR_INVP5PE9ZJW,1,18885.69115187547
NDAR_INVP64DNDHT,2,-2.549773612428108
NDAR_INVP7NCC1J0,1,14706.627520512933
NDAR_INVP9T34UK2,3,3690.5381270593107
NDAR_INVPBYWZ1LX,5,-4.821830892256758
NDAR_INVPCULUWVC,2,-0.8581356102260657
NDAR_INVPDVYFN7E,5,53450.23717405326
NDAR_INVPE85EKXJ,5,-1.0695532454827503
NDAR_INVPEYUTRRT,1,3.702230066618508
NDAR_INVPGRJ289W,3,-6019.675304348155
NDAR_INVPH1V3YZD,1,14896.721400665969
NDAR_INVPHA422B4,2,0.0704654112125626
NDAR_INVPHUWEGK1,5,-2.6854188452379173
NDAR_INVPKD1XX0E,2,0.7016105051053236
NDAR_INVPKGZ9380,2,-2.5024981541340203
NDAR_INVPKK4CED4,2,2.3039988233634707
NDAR_INVPP8UKJXY,1,-1.5933082661427338
NDAR_INVPPGVEPWW,1,-1.3392664451803251
NDAR_INVPR6CBWP9,5,-3.3357541551646746
NDAR_INVPRNEYMH1,1,-1612.7714216805566
NDAR_INVPUEXNZJU,5,-1.3983176636091088
NDAR_INVPUKB7WJ3,2,1971.6890783599163
NDAR_INVPUTKYX3K,1,0.24884486584203
NDAR_INVPW5RU88H,5,-1.7289623570154837
NDAR_INVPWWHBBJV,5,-1.1992872651237847
NDAR_INVPX3YX562,2,-1.2174918893575764
NDAR_INVPY65JUM8,5,-2.21277681307284
NDAR_INVPYMGFXEW,1,2.1611337080269015
NDAR_INVPZUFXXY1,1,-5.099577350233431
NDAR_INVR17JHZRJ,5,-2.452159203559334
NDAR_INVR20CKWHP,2,0.45283432418569586
NDAR_INVR268FVXE,1,-1.8588523702616888
NDAR_INVR27YCM3P,2,-1.7118799266488085
NDAR_INVR3G28E6R,1,1.451417862822312
NDAR_INVR5KUTX3Y,5,-3.1290136165625273
NDAR_INVR64BGK81,5,-175.85445641142212
NDAR_INVR69CJC9E,2,-0.7133553170445144
NDAR_INVR6HHHKR9,1,-3.230938656958123
NDAR_INVR7HEU5W3,3,15127.2154694641
NDAR_INVR8EDKZ2W,1,-0.029429141063765926
NDAR_INVR9LMGEVE,5,-1.831243207759184
NDAR_INVRAC0NR51,1,-3.198342128943647
NDAR_INVRC3GEEEJ,1,-11902.196484930208
NDAR_INVRDMA0DZT,1,2.6117507393017365
NDAR_INVRE21D0R9,5,-2.4548352749591023
NDAR_INVRE48TR17,2,-0.2810568858766973
NDAR_INVRFV3V3DV,2,-0.5576008134314216
NDAR_INVRGF2CX0R,1,-2.173160325348537
NDAR_INVRGR9NG5T,2,-0.6666702102128035
NDAR_INVRKNCRLDD,1,-0.6895636560445316
NDAR_INVRNEHTMV4,1,-1.9109428559458397
NDAR_INVRP0XB0ZR,2,-1.5953130615185014
NDAR_INVRRFZW203,5,-1.8069656846236466
NDAR_INVRVE4739E,1,1825.3746635580828
NDAR_INVRXEE3K3Y,1,3.054951214555954
NDAR_INVRYB7W7HP,5,835.098488734568
NDAR_INVT0JW7H6Z,5,-3.400383163498847
NDAR_INVT15ZEHBH,2,-0.3959700827634241
NDAR_INVT2JT596H,5,2782.587741408401
NDAR_INVT48MJ3F9,1,3032.934785927773
NDAR_INVT8JB3RWP,5,-2.277579230746697
NDAR_INVT90P7NTW,5,-2.2333503011438443
NDAR_INVT9F6AYDG,5,-2.453876906340601
NDAR_INVTA7NT65Z,5,-2.341846234241481
NDAR_INVTADXZB2Y,1,1.5156673115299408
NDAR_INVTDCYY0EZ,4,51.977336982322115
NDAR_INVTDJD7JZ2,1,-10167.374046404475
NDAR_INVTDY8YE3L,1,3786.319606999206
NDAR_INVTFUHVAVZ,1,-5531.819393217253
NDAR_INVTH3T33V5,1,-2.1896948351093686
NDAR_INVTHGB9701,2,8516.601477802158
NDAR_INVTJ3UDA2V,3,-1.9783854288461347
NDAR_INVTJJXH8K7,5,-1.4809907971983653
NDAR_INVTKEBT1ZB,1,-2.4272605720218317
NDAR_INVTL72NEA6,1,1.389264373563327
NDAR_INVTM88BLXR,2,0.9618417007477689
NDAR_INVTMVWP642,2,1.6502772365239458
NDAR_INVTNGA8MPC,1,0.5916233794932819
NDAR_INVTNVU9DYV,5,-2.0875776344577894
NDAR_INVTPXZDTAT,5,-2.800673208986358
NDAR_INVTVGMJRN9,3,-2.9765393259227024
NDAR_INVTY9UFVZW,5,-2.608185700946954
NDAR_INVTZ0RTCNR,1,1.619945670225447
NDAR_INVU102M8W0,1,51.51783038438841
NDAR_INVU15L4UHW,1,0.6416180491687471
NDAR_INVU21V8XDT,5,36571.69850812279
NDAR_INVU2BFUB9N,5,-0.47751990531213884
NDAR_INVU2MZM32T,3,-1.7063356305291564
NDAR_INVU38RU1KR,2,-0.9387701761027637
NDAR_INVU3CF21GV,3,2004.222380597058
NDAR_INVU3ZRYH6G,1,-4.239595391222667
NDAR_INVU5V3JUB4,1,-0.1609655892925869
NDAR_INVU67FAKAG,5,-0.03785604716092537
NDAR_INVU8VT1VB7,2,-0.5676571222812492
NDAR_INVUB6FN6XG,1,0.8993620726694337
NDAR_INVUB6JP787,1,-0.5873754197381077
NDAR_INVUDBJ9V2N,5,-3526.510141973973
NDAR_INVUE1M64BU,1,-0.43516758297646563
NDAR_INVUGNK7ZYA,1,1.316411517479297
NDAR_INVUGP7XGXD,5,-2.8226820349318538
NDAR_INVUH77PVBN,5,-1.505431928518731
NDAR_INVUHT34WP1,1,-4456.989340034732
NDAR_INVUHXC5TRD,1,4976.158175935614
NDAR_INVUJB5DEX0,2,-1.2326267251321146
NDAR_INVUK2F9WW4,2,-1.8188905449083155
NDAR_INVURUR52NZ,2,16453.04320686806
NDAR_INVURZU1N9V,2,-0.03803874689177602
NDAR_INVUTJX1PYG,5,-0.6198131996229238
NDAR_INVUU2N14ZU,1,-12185.324847940698
NDAR_INVUULNDK83,2,-3.4603130030806937
NDAR_INVUV48BM08,5,-2.7388697759336313
NDAR_INVUW2RRYUA,2,45005.11571163632
NDAR_INVUWRM3PWZ,2,4683.638884811126
NDAR_INVUWTWYGD1,1,0.4296596524437444
NDAR_INVUXTPV7WH,5,-2.9910237723423565
NDAR_INVUYAENUJR,5,-2.5790493530268015
NDAR_INVUZY9W14J,5,1123.9423816026851
NDAR_INVV05P2AW1,3,-3.7569543115699764
NDAR_INVV0BMK3B8,1,-1.5688646827030777
NDAR_INVV0ZY5YPC,2,-1.5126711851458843
NDAR_INVV1W73MWR,1,-1.426294089061377
NDAR_INVV2HGDTGK,2,-1.445553253134392
NDAR_INVV30162D6,2,-10907.040230843024
NDAR_INVV36RW8GC,2,-1.3105545362172053
NDAR_INVV394F6F7,2,-0.42205842449646325
NDAR_INVV44RDE6R,2,-91064.03596705543
NDAR_INVV4KUL4N2,1,2863.258863721896
NDAR_INVV4Y9RJA1,1,-4.056886938169956
NDAR_INVV5X50ZMM,2,-2.1087353635839734
NDAR_INVVBM9M2WA,3,64846.2546485541
NDAR_INVVEFD0RED,2,-1.4279871190701696
NDAR_INVVFMTWZYL,1,-2307.590400125834
NDAR_INVVGEWB754,1,389.10020973812624
NDAR_INVVGLF61WZ,5,-2.487746744132388
NDAR_INVVHKDUKTN,2,-0.9306907215934938
NDAR_INVVJPMKNCY,1,-0.5578810243500341
NDAR_INVVKA2ACZA,1,-2.256297520972868
NDAR_INVVL55M66Z,1,-59087.82265917402
NDAR_INVVPL7432C,4,-36.1833967076773
NDAR_INVVR5BRZPY,2,-0.48567127345829314
NDAR_INVVRZT93M0,5,-3.6920847651396245
NDAR_INVVTV39VRA,1,-1.0785951805769465
NDAR_INVVV4L00MU,2,-1.5751449023166575
NDAR_INVVZPWCZ82,1,50281.48493871261
NDAR_INVW03T0R3Y,5,-12232.513215917974
NDAR_INVW32VXLH4,5,-10596.216136877229
NDAR_INVW51P7H05,1,8333.324921962181
NDAR_INVW5JAWZYH,5,-50375.953907474985
NDAR_INVW8HHGURF,5,-2.0507838081338154
NDAR_INVWBGB46VZ,1,0.5751034527575551
NDAR_INVWBPRXX2G,5,-2.3314036634981035
NDAR_INVWCV58UKD,1,1.2982509645613927
NDAR_INVWE96D8HC,5,167.75882917718812
